n,title,application_url,source_url,organization,country,source_name,application_status,record_type
203,Commonwealth Shared Scholarship — MPH Public Health (University of Liverpool),https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-public-health,https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-public-health,University of Liverpool,United Kingdom,CURATED_LEAF,open,scholarship
204,Commonwealth Shared Scholarship — MPH Public Health (University of Nottingham),https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-public-health,https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-public-health,University of Nottingham,United Kingdom,CURATED_LEAF,open,scholarship
205,Commonwealth Shared Scholarship — MPH Public Health (University of Oxford),https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-public-health,https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-public-health,University of Oxford,United Kingdom,CURATED_LEAF,open,scholarship
206,Commonwealth Shared Scholarship — MPH Public Health (University of Reading),https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-public-health,https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-public-health,University of Reading,United Kingdom,CURATED_LEAF,open,scholarship
207,Commonwealth Shared Scholarship — MPH Public Health (University of Southampton),https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-public-health,https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-public-health,University of Southampton,United Kingdom,CURATED_LEAF,open,scholarship
208,Commonwealth Shared Scholarship — MPH Public Health (University of St Andrews),https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-public-health,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-public-health,University of St Andrews,United Kingdom,CURATED_LEAF,open,scholarship
209,Commonwealth Shared Scholarship — MPH Public Health (University of Stirling),https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-public-health,https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-public-health,University of Stirling,United Kingdom,CURATED_LEAF,open,scholarship
210,Commonwealth Shared Scholarship — MPH Public Health (University of Strathclyde),https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-public-health,https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-public-health,University of Strathclyde,United Kingdom,CURATED_LEAF,open,scholarship
211,Commonwealth Shared Scholarship — MPH Public Health (University of Surrey),https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-public-health,https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-public-health,University of Surrey,United Kingdom,CURATED_LEAF,open,scholarship
212,Commonwealth Shared Scholarship — MPH Public Health (University of Sussex),https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-public-health,https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-public-health,University of Sussex,United Kingdom,CURATED_LEAF,open,scholarship
213,Commonwealth Shared Scholarship — MPH Public Health (Warwick),https://warwick.ac.uk/study/postgraduate/courses/public-health,https://warwick.ac.uk/study/postgraduate/courses/public-health,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
214,Commonwealth Shared Scholarship — MSc Analytical Sciences and Instrumentation (Warwick),https://warwick.ac.uk/study/postgraduate/courses/analytical-sciences-instrumentation,https://warwick.ac.uk/study/postgraduate/courses/analytical-sciences-instrumentation,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
215,Commonwealth Shared Scholarship — MSc Business and Management (Aberystwyth University),https://www.aber.ac.uk/en/postgrad#course-business-management,https://www.aber.ac.uk/en/postgrad#course-business-management,Aberystwyth University,United Kingdom,CURATED_LEAF,open,scholarship
216,Commonwealth Shared Scholarship — MSc Business and Management (Bangor University),https://www.bangor.ac.uk/international/future/commonwealth#course-business-management,https://www.bangor.ac.uk/international/future/commonwealth#course-business-management,Bangor University,United Kingdom,CURATED_LEAF,open,scholarship
217,Commonwealth Shared Scholarship — MSc Business and Management (Bournemouth University),https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-business-management,https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-business-management,Bournemouth University,United Kingdom,CURATED_LEAF,open,scholarship
218,Commonwealth Shared Scholarship — MSc Business and Management (Brunel University London),https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-business-management,https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-business-management,Brunel University London,United Kingdom,CURATED_LEAF,open,scholarship
219,Commonwealth Shared Scholarship — MSc Business and Management (Cranfield University),https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-business-management,https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-business-management,Cranfield University,United Kingdom,CURATED_LEAF,open,scholarship
220,Commonwealth Shared Scholarship — MSc Business and Management (Durham University),https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-business-management,https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-business-management,Durham University,United Kingdom,CURATED_LEAF,open,scholarship
221,Commonwealth Shared Scholarship — MSc Business and Management (Harper Adams University),https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-business-management,https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-business-management,Harper Adams University,United Kingdom,CURATED_LEAF,open,scholarship
222,Commonwealth Shared Scholarship — MSc Business and Management (Imperial College London),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-business-management,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-business-management,Imperial College London,United Kingdom,CURATED_LEAF,open,scholarship
223,Commonwealth Shared Scholarship — MSc Business and Management (King's College London),https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-business-management,https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-business-management,King's College London,United Kingdom,CURATED_LEAF,open,scholarship
224,Commonwealth Shared Scholarship — MSc Business and Management (Lancaster University),https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-business-management,https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-business-management,Lancaster University,United Kingdom,CURATED_LEAF,open,scholarship
225,Commonwealth Shared Scholarship — MSc Business and Management (Liverpool Hope University),https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-business-management,https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-business-management,Liverpool Hope University,United Kingdom,CURATED_LEAF,open,scholarship
226,Commonwealth Shared Scholarship — MSc Business and Management (Liverpool School of Tropical Medicine),https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-business-management,https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-business-management,Liverpool School of Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
227,Commonwealth Shared Scholarship — MSc Business and Management (London School of Economics and Political Science),https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-business-management,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-business-management,London School of Economics and Political Science,United Kingdom,CURATED_LEAF,open,scholarship
228,Commonwealth Shared Scholarship — MSc Business and Management (London School of Hygiene and Tropical Medicine),https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-business-management,https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-business-management,London School of Hygiene and Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
229,Commonwealth Shared Scholarship — MSc Business and Management (Newcastle University),https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-business-management,https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-business-management,Newcastle University,United Kingdom,CURATED_LEAF,open,scholarship
230,Commonwealth Shared Scholarship — MSc Business and Management (Queen's University Belfast),https://www.qub.ac.uk/Study/funding-scholarships#course-business-management,https://www.qub.ac.uk/Study/funding-scholarships#course-business-management,Queen's University Belfast,United Kingdom,CURATED_LEAF,open,scholarship
231,Commonwealth Shared Scholarship — MSc Business and Management (Robert Gordon University),https://www.rgu.ac.uk/study/funding#course-business-management,https://www.rgu.ac.uk/study/funding#course-business-management,Robert Gordon University,United Kingdom,CURATED_LEAF,open,scholarship
232,Commonwealth Shared Scholarship — MSc Business and Management (Royal Agricultural University),https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-business-management,https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-business-management,Royal Agricultural University,United Kingdom,CURATED_LEAF,open,scholarship
233,Commonwealth Shared Scholarship — MSc Business and Management (Royal Veterinary College),https://www.rvc.ac.uk/study/postgraduate#course-business-management,https://www.rvc.ac.uk/study/postgraduate#course-business-management,Royal Veterinary College,United Kingdom,CURATED_LEAF,open,scholarship
234,Commonwealth Shared Scholarship — MSc Business and Management (Sheffield Hallam University),https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-business-management,https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-business-management,Sheffield Hallam University,United Kingdom,CURATED_LEAF,open,scholarship
235,"Commonwealth Shared Scholarship — MSc Business and Management (SOAS, University of London)",https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-business-management,https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-business-management,"SOAS, University of London",United Kingdom,CURATED_LEAF,open,scholarship
236,Commonwealth Shared Scholarship — MSc Business and Management (University College London),https://www.ucl.ac.uk/scholarships#course-business-management,https://www.ucl.ac.uk/scholarships#course-business-management,University College London,United Kingdom,CURATED_LEAF,open,scholarship
237,Commonwealth Shared Scholarship — MSc Business and Management (University of Aberdeen),https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-business-management,https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-business-management,University of Aberdeen,United Kingdom,CURATED_LEAF,open,scholarship
238,Commonwealth Shared Scholarship — MSc Business and Management (University of Bath),https://www.bath.ac.uk/topics/scholarships#course-business-management,https://www.bath.ac.uk/topics/scholarships#course-business-management,University of Bath,United Kingdom,CURATED_LEAF,open,scholarship
239,Commonwealth Shared Scholarship — MSc Business and Management (University of Birmingham),https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-business-management,https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-business-management,University of Birmingham,United Kingdom,CURATED_LEAF,open,scholarship
240,Commonwealth Shared Scholarship — MSc Business and Management (University of Bristol),https://www.bristol.ac.uk/study/finance/scholarships#course-business-management,https://www.bristol.ac.uk/study/finance/scholarships#course-business-management,University of Bristol,United Kingdom,CURATED_LEAF,open,scholarship
241,Commonwealth Shared Scholarship — MSc Business and Management (University of Cambridge),https://www.cambridgetrust.org/scholarships#course-business-management,https://www.cambridgetrust.org/scholarships#course-business-management,University of Cambridge,United Kingdom,CURATED_LEAF,open,scholarship
242,Commonwealth Shared Scholarship — MSc Business and Management (University of Chester),https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-business-management,https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-business-management,University of Chester,United Kingdom,CURATED_LEAF,open,scholarship
243,Commonwealth Shared Scholarship — MSc Business and Management (University of East Anglia),https://www.uea.ac.uk/study/postgraduate#course-business-management,https://www.uea.ac.uk/study/postgraduate#course-business-management,University of East Anglia,United Kingdom,CURATED_LEAF,open,scholarship
244,Commonwealth Shared Scholarship — MSc Business and Management (University of Edinburgh),https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-business-management,https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-business-management,University of Edinburgh,United Kingdom,CURATED_LEAF,open,scholarship
245,Commonwealth Shared Scholarship — MSc Business and Management (University of Exeter),https://www.exeter.ac.uk/study/fees/scholarships#course-business-management,https://www.exeter.ac.uk/study/fees/scholarships#course-business-management,University of Exeter,United Kingdom,CURATED_LEAF,open,scholarship
246,Commonwealth Shared Scholarship — MSc Business and Management (University of Glasgow),https://www.gla.ac.uk/scholarships#course-business-management,https://www.gla.ac.uk/scholarships#course-business-management,University of Glasgow,United Kingdom,CURATED_LEAF,open,scholarship
247,Commonwealth Shared Scholarship — MSc Business and Management (University of Leeds),https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-business-management,https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-business-management,University of Leeds,United Kingdom,CURATED_LEAF,open,scholarship
248,Commonwealth Shared Scholarship — MSc Business and Management (University of Liverpool),https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-business-management,https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-business-management,University of Liverpool,United Kingdom,CURATED_LEAF,open,scholarship
249,Commonwealth Shared Scholarship — MSc Business and Management (University of Nottingham),https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-business-management,https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-business-management,University of Nottingham,United Kingdom,CURATED_LEAF,open,scholarship
250,Commonwealth Shared Scholarship — MSc Business and Management (University of Oxford),https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-business-management,https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-business-management,University of Oxford,United Kingdom,CURATED_LEAF,open,scholarship
251,Commonwealth Shared Scholarship — MSc Business and Management (University of Reading),https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-business-management,https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-business-management,University of Reading,United Kingdom,CURATED_LEAF,open,scholarship
252,Commonwealth Shared Scholarship — MSc Business and Management (University of Southampton),https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-business-management,https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-business-management,University of Southampton,United Kingdom,CURATED_LEAF,open,scholarship
253,Commonwealth Shared Scholarship — MSc Business and Management (University of St Andrews),https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-business-management,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-business-management,University of St Andrews,United Kingdom,CURATED_LEAF,open,scholarship
254,Commonwealth Shared Scholarship — MSc Business and Management (University of Stirling),https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-business-management,https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-business-management,University of Stirling,United Kingdom,CURATED_LEAF,open,scholarship
255,Commonwealth Shared Scholarship — MSc Business and Management (University of Strathclyde),https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-business-management,https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-business-management,University of Strathclyde,United Kingdom,CURATED_LEAF,open,scholarship
256,Commonwealth Shared Scholarship — MSc Business and Management (University of Surrey),https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-business-management,https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-business-management,University of Surrey,United Kingdom,CURATED_LEAF,open,scholarship
257,Commonwealth Shared Scholarship — MSc Business and Management (University of Sussex),https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-business-management,https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-business-management,University of Sussex,United Kingdom,CURATED_LEAF,open,scholarship
258,Commonwealth Shared Scholarship — MSc Data Science (Aberystwyth University),https://www.aber.ac.uk/en/postgrad#course-data-science,https://www.aber.ac.uk/en/postgrad#course-data-science,Aberystwyth University,United Kingdom,CURATED_LEAF,open,scholarship
259,Commonwealth Shared Scholarship — MSc Data Science (Bangor University),https://www.bangor.ac.uk/international/future/commonwealth#course-data-science,https://www.bangor.ac.uk/international/future/commonwealth#course-data-science,Bangor University,United Kingdom,CURATED_LEAF,open,scholarship
260,Commonwealth Shared Scholarship — MSc Data Science (Bournemouth University),https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-data-science,https://www.bournemouth.ac.uk/study/fees-funding/scholarships#course-data-science,Bournemouth University,United Kingdom,CURATED_LEAF,open,scholarship
261,Commonwealth Shared Scholarship — MSc Data Science (Brunel University London),https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-data-science,https://www.brunel.ac.uk/study/admissions/funding/scholarships-bursaries/postgraduate-scholarships#course-data-science,Brunel University London,United Kingdom,CURATED_LEAF,open,scholarship
262,Commonwealth Shared Scholarship — MSc Data Science (Cranfield University),https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-data-science,https://www.cranfield.ac.uk/funding/funding-opportunities/commonwealth-shared-scholarship-scheme#course-data-science,Cranfield University,United Kingdom,CURATED_LEAF,open,scholarship
263,Commonwealth Shared Scholarship — MSc Data Science (Durham University),https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-data-science,https://www.durham.ac.uk/study/scholarships/postgraduate/commonwealth-shared-scholarships#course-data-science,Durham University,United Kingdom,CURATED_LEAF,open,scholarship
264,Commonwealth Shared Scholarship — MSc Data Science (Harper Adams University),https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-data-science,https://www.harper-adams.ac.uk/postgraduate/fees-and-funding/scholarships#course-data-science,Harper Adams University,United Kingdom,CURATED_LEAF,open,scholarship
265,Commonwealth Shared Scholarship — MSc Data Science (Imperial College London),https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-data-science,https://www.imperial.ac.uk/study/fees-and-funding/scholarships-search#course-data-science,Imperial College London,United Kingdom,CURATED_LEAF,open,scholarship
266,Commonwealth Shared Scholarship — MSc Data Science (King's College London),https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-data-science,https://www.kcl.ac.uk/study/postgraduate/fees-and-funding/scholarships#course-data-science,King's College London,United Kingdom,CURATED_LEAF,open,scholarship
267,Commonwealth Shared Scholarship — MSc Data Science (Lancaster University),https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-data-science,https://www.lancaster.ac.uk/study/postgraduate/fees-and-funding/scholarships-and-funding#course-data-science,Lancaster University,United Kingdom,CURATED_LEAF,open,scholarship
268,Commonwealth Shared Scholarship — MSc Data Science (Liverpool Hope University),https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-data-science,https://www.hope.ac.uk/international/postgraduate/fees-funding-and-scholarships/scholarships#course-data-science,Liverpool Hope University,United Kingdom,CURATED_LEAF,open,scholarship
269,Commonwealth Shared Scholarship — MSc Data Science (Liverpool School of Tropical Medicine),https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-data-science,https://www.lstmed.ac.uk/study/fees-funding/scholarships#course-data-science,Liverpool School of Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
270,Commonwealth Shared Scholarship — MSc Data Science (London School of Economics and Political Science),https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-data-science,https://www.lse.ac.uk/study-at-lse/Graduate/fees-and-funding/csss#course-data-science,London School of Economics and Political Science,United Kingdom,CURATED_LEAF,open,scholarship
271,Commonwealth Shared Scholarship — MSc Data Science (London School of Hygiene and Tropical Medicine),https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-data-science,https://www.lshtm.ac.uk/study/fees-and-funding/funding-scholarships/masters-funding#course-data-science,London School of Hygiene and Tropical Medicine,United Kingdom,CURATED_LEAF,open,scholarship
272,Commonwealth Shared Scholarship — MSc Data Science (Newcastle University),https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-data-science,https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships#course-data-science,Newcastle University,United Kingdom,CURATED_LEAF,open,scholarship
273,Commonwealth Shared Scholarship — MSc Data Science (Queen's University Belfast),https://www.qub.ac.uk/Study/funding-scholarships#course-data-science,https://www.qub.ac.uk/Study/funding-scholarships#course-data-science,Queen's University Belfast,United Kingdom,CURATED_LEAF,open,scholarship
274,Commonwealth Shared Scholarship — MSc Data Science (Robert Gordon University),https://www.rgu.ac.uk/study/funding#course-data-science,https://www.rgu.ac.uk/study/funding#course-data-science,Robert Gordon University,United Kingdom,CURATED_LEAF,open,scholarship
275,Commonwealth Shared Scholarship — MSc Data Science (Royal Agricultural University),https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-data-science,https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security#course-data-science,Royal Agricultural University,United Kingdom,CURATED_LEAF,open,scholarship
276,Commonwealth Shared Scholarship — MSc Data Science (Royal Veterinary College),https://www.rvc.ac.uk/study/postgraduate#course-data-science,https://www.rvc.ac.uk/study/postgraduate#course-data-science,Royal Veterinary College,United Kingdom,CURATED_LEAF,open,scholarship
277,Commonwealth Shared Scholarship — MSc Data Science (Sheffield Hallam University),https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-data-science,https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme#course-data-science,Sheffield Hallam University,United Kingdom,CURATED_LEAF,open,scholarship
278,"Commonwealth Shared Scholarship — MSc Data Science (SOAS, University of London)",https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-data-science,https://www.soas.ac.uk/study/international/fees-and-funding/scholarships#course-data-science,"SOAS, University of London",United Kingdom,CURATED_LEAF,open,scholarship
279,Commonwealth Shared Scholarship — MSc Data Science (University College London),https://www.ucl.ac.uk/scholarships#course-data-science,https://www.ucl.ac.uk/scholarships#course-data-science,University College London,United Kingdom,CURATED_LEAF,open,scholarship
280,Commonwealth Shared Scholarship — MSc Data Science (University of Aberdeen),https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-data-science,https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught#course-data-science,University of Aberdeen,United Kingdom,CURATED_LEAF,open,scholarship
281,Commonwealth Shared Scholarship — MSc Data Science (University of Bath),https://www.bath.ac.uk/topics/scholarships#course-data-science,https://www.bath.ac.uk/topics/scholarships#course-data-science,University of Bath,United Kingdom,CURATED_LEAF,open,scholarship
282,Commonwealth Shared Scholarship — MSc Data Science (University of Birmingham),https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-data-science,https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme#course-data-science,University of Birmingham,United Kingdom,CURATED_LEAF,open,scholarship
283,Commonwealth Shared Scholarship — MSc Data Science (University of Bristol),https://www.bristol.ac.uk/study/finance/scholarships#course-data-science,https://www.bristol.ac.uk/study/finance/scholarships#course-data-science,University of Bristol,United Kingdom,CURATED_LEAF,open,scholarship
284,Commonwealth Shared Scholarship — MSc Data Science (University of Cambridge),https://www.cambridgetrust.org/scholarships#course-data-science,https://www.cambridgetrust.org/scholarships#course-data-science,University of Cambridge,United Kingdom,CURATED_LEAF,open,scholarship
285,Commonwealth Shared Scholarship — MSc Data Science (University of Chester),https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-data-science,https://www.chester.ac.uk/study/fees-and-funding/scholarships#course-data-science,University of Chester,United Kingdom,CURATED_LEAF,open,scholarship
286,Commonwealth Shared Scholarship — MSc Data Science (University of East Anglia),https://www.uea.ac.uk/study/postgraduate#course-data-science,https://www.uea.ac.uk/study/postgraduate#course-data-science,University of East Anglia,United Kingdom,CURATED_LEAF,open,scholarship
287,Commonwealth Shared Scholarship — MSc Data Science (University of Edinburgh),https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-data-science,https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared#course-data-science,University of Edinburgh,United Kingdom,CURATED_LEAF,open,scholarship
288,Commonwealth Shared Scholarship — MSc Data Science (University of Exeter),https://www.exeter.ac.uk/study/fees/scholarships#course-data-science,https://www.exeter.ac.uk/study/fees/scholarships#course-data-science,University of Exeter,United Kingdom,CURATED_LEAF,open,scholarship
289,Commonwealth Shared Scholarship — MSc Data Science (University of Glasgow),https://www.gla.ac.uk/scholarships#course-data-science,https://www.gla.ac.uk/scholarships#course-data-science,University of Glasgow,United Kingdom,CURATED_LEAF,open,scholarship
290,Commonwealth Shared Scholarship — MSc Data Science (University of Leeds),https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-data-science,https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts#course-data-science,University of Leeds,United Kingdom,CURATED_LEAF,open,scholarship
291,Commonwealth Shared Scholarship — MSc Data Science (University of Liverpool),https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-data-science,https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate#course-data-science,University of Liverpool,United Kingdom,CURATED_LEAF,open,scholarship
292,Commonwealth Shared Scholarship — MSc Data Science (University of Nottingham),https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-data-science,https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship#course-data-science,University of Nottingham,United Kingdom,CURATED_LEAF,open,scholarship
293,Commonwealth Shared Scholarship — MSc Data Science (University of Oxford),https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-data-science,https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships#course-data-science,University of Oxford,United Kingdom,CURATED_LEAF,open,scholarship
294,Commonwealth Shared Scholarship — MSc Data Science (University of Reading),https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-data-science,https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships#course-data-science,University of Reading,United Kingdom,CURATED_LEAF,open,scholarship
295,Commonwealth Shared Scholarship — MSc Data Science (University of Southampton),https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-data-science,https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page#course-data-science,University of Southampton,United Kingdom,CURATED_LEAF,open,scholarship
296,Commonwealth Shared Scholarship — MSc Data Science (University of St Andrews),https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-data-science,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme#course-data-science,University of St Andrews,United Kingdom,CURATED_LEAF,open,scholarship
